Htc incredible s Б.У,1 000  ₽,м. Строгино,https://www.avito.ru/moskva/telefony/htc_incredible_s_b.u_1062326123
HTC,999  ₽,м. Бабушкинская,https://www.avito.ru/moskva/telefony/htc_1646801490
HTC Desire S смартфон,650  ₽,м. Чертановская,https://www.avito.ru/moskva/telefony/htc_desire_s_smartfon_819853222
HTC,750  ₽,м. Бульвар Рокоссовского,https://www.avito.ru/moskva/telefony/htc_1593865073
HTC Desire 210,2 000  ₽,м. Беляево,https://www.avito.ru/moskva/telefony/htc_desire_210_990383527
"HTC Touch Dual P5500 Бордо, в идеале, в коробке",3 500  ₽,м. Рязанский проспект,https://www.avito.ru/moskva/telefony/htc_touch_dual_p5500_bordo_v_ideale_v_korobke_1042359440
HTC Desire 601,3 000  ₽,м. Братиславская,https://www.avito.ru/moskva/telefony/htc_desire_601_1610847493
HTC Sensation XE,1 200  ₽,м. Медведково,https://www.avito.ru/moskva/telefony/htc_sensation_xe_1059568629
HTC,2 000  ₽,м. Чистые пруды,https://www.avito.ru/moskva/telefony/htc_956200247
HTC М8 Смартфон,4 000  ₽,м. Царицыно,https://www.avito.ru/moskva/telefony/htc_m8_smartfon_1248086800
HTC Desire C Red,1 300  ₽,м. Речной вокзал,https://www.avito.ru/moskva/telefony/htc_desire_c_red_1626808649
HTC One mini 2,3 500  ₽,м. Алтуфьево,https://www.avito.ru/moskva/telefony/htc_one_mini_2_1545931393
HTC One Mini 2,3 000  ₽,м. Отрадное,https://www.avito.ru/moskva/telefony/htc_one_mini_2_935310601
HTC One V на запчасти,500  ₽,м. Речной вокзал,https://www.avito.ru/moskva/telefony/htc_one_v_na_zapchasti_1627284683
HTC One a9 3/32gb,8 000  ₽,м. Бульвар Дмитрия Донского,https://www.avito.ru/moskva/telefony/htc_one_a9_332gb_1704578890
HTC beats audio,1 000  ₽,м. Бабушкинская,https://www.avito.ru/moskva/telefony/htc_beats_audio_1566074711
HTC/Qtek wiza200 Новый. Аргументированный торг,1 499  ₽,м. Шипиловская,https://www.avito.ru/moskva/telefony/htcqtek_wiza200_novyy._argumentirovannyy_torg_1306277394
HTC One A9s,6 500  ₽,м. Новокосино,https://www.avito.ru/moskva/telefony/htc_one_a9s_1457248236
HTC One M8,8 000  ₽,м. Митино,https://www.avito.ru/moskva/telefony/htc_one_m8_1235037135
HTC Desire 526 dual sim,2 500  ₽,м. Бибирево,https://www.avito.ru/moskva/telefony/htc_desire_526_dual_sim_1260927683
HTC Desire 310 Dual Sim White,2 300  ₽,Не указано,https://www.avito.ru/moskva/telefony/htc_desire_310_dual_sim_white_1223058284
HTC Desire 616 Dual SIM Black,3 999  ₽,Не указано,https://www.avito.ru/moskva/telefony/htc_desire_616_dual_sim_black_1063569126
HTC 10 Evo 64GB,13 999  ₽,м. Строгино,https://www.avito.ru/moskva/telefony/htc_10_evo_64gb_1688239502
Htc sensation,700  ₽,м. Новокосино,https://www.avito.ru/moskva/telefony/htc_sensation_1161726342
Htc s521 Snap,800  ₽,м. Речной вокзал,https://www.avito.ru/moskva/telefony/htc_s521_snap_1498958429
HTC Desire 210 dual sim,200  ₽,м. Орехово,https://www.avito.ru/moskva/telefony/htc_desire_210_dual_sim_1274194319
HTC Desire 816G dual sim,2 500  ₽,м. Каширская,https://www.avito.ru/moskva/telefony/htc_desire_816g_dual_sim_1077153082
HTC U ultra 64GB,8 000  ₽,м. Славянский бульвар,https://www.avito.ru/moskva/telefony/htc_u_ultra_64gb_1324438665
HTC desire,900  ₽,м. Алтуфьево,https://www.avito.ru/moskva/telefony/htc_desire_1030458653
HTC,3 500  ₽,м. Селигерская,https://www.avito.ru/moskva/telefony/htc_1265308179
HTC 526g dual sim смартфон,3 000  ₽,м. Бульвар Дмитрия Донского,https://www.avito.ru/moskva/telefony/htc_526g_dual_sim_smartfon_1298261194
HTC,500  ₽,м. Люблино,https://www.avito.ru/moskva/telefony/htc_1713450050
Htc e9s dual sim,2 000  ₽,м. Кожуховская,https://www.avito.ru/moskva/telefony/htc_e9s_dual_sim_618547881
HTC,2 500  ₽,м. Сходненская,https://www.avito.ru/moskva/telefony/htc_1334636987
HTC Desire 601 dual sim,3 000  ₽,м. Белокаменная,https://www.avito.ru/moskva/telefony/htc_desire_601_dual_sim_1407194025
HTC,200  ₽,м. Медведково,https://www.avito.ru/moskva/telefony/htc_879961663
HTC,1 800  ₽,м. Марьино,https://www.avito.ru/moskva/telefony/htc_1353393489
HTC М8 16 гб,5 500  ₽,м. Крылатское,https://www.avito.ru/moskva/telefony/htc_m8_16_gb_1354383024
Htc u12 plus рст 6/64 обмен,30 000  ₽,м. Планерная,https://www.avito.ru/moskva/telefony/htc_u12_plus_rst_664_obmen_1569753700
HTC ONE M9+ на запчасти,5 000  ₽,м. Волжская,https://www.avito.ru/moskva/telefony/htc_one_m9_na_zapchasti_1448488718
HTC 828,2 500  ₽,м. Щукинская,https://www.avito.ru/moskva/telefony/htc_828_1492412016
Htc max 4G,500  ₽,м. Сокол,https://www.avito.ru/moskva/telefony/htc_max_4g_1057361152
HTC One M9,7 000  ₽,м. Тимирязевская,https://www.avito.ru/moskva/telefony/htc_one_m9_1261747920
Htc max 4g,1 500  ₽,м. Улица академика Янгеля,https://www.avito.ru/moskva/telefony/htc_max_4g_1351299337
HTC U11 4/64,20 000  ₽,м. Лермонтовский проспект,https://www.avito.ru/moskva/telefony/htc_u11_464_1363229429
HTC 10 рст,11 700  ₽,м. Белорусская,https://www.avito.ru/moskva/telefony/htc_10_rst_1706232715
HTC Desire 626G,4 000  ₽,м. Щелковская,https://www.avito.ru/moskva/telefony/htc_desire_626g_1453207120
HTC Touch PRo 2,250  ₽,м. Боровское шоссе,https://www.avito.ru/moskva/telefony/htc_touch_pro_2_1414475398
HTC Desire S S510e,750  ₽,м. Кунцевская,https://www.avito.ru/moskva/telefony/htc_desire_s_s510e_1377097037
HTC one A9 16Gb,500  ₽,м. Фонвизинская,https://www.avito.ru/moskva/telefony/htc_one_a9_16gb_1570470830
HTC radar c110e,500  ₽,м. Беляево,https://www.avito.ru/moskva/telefony/htc_radar_c110e_1598512676
HTC 8x Black На запчасти,800  ₽,м. Римская,https://www.avito.ru/moskva/telefony/htc_8x_black_na_zapchasti_1432538153
Htc Wildfire S,300  ₽,м. Тверская,https://www.avito.ru/moskva/telefony/htc_wildfire_s_1379495672
HTC Legend,1 000  ₽,м. Октябрьское поле,https://www.avito.ru/moskva/telefony/htc_legend_679298917
HTC Desire Eye,5 000  ₽,м. Домодедовская,https://www.avito.ru/moskva/telefony/htc_desire_eye_1315060808
HTC Incredible S,500  ₽,м. Проспект Вернадского,https://www.avito.ru/moskva/telefony/htc_incredible_s_1646368858
HTC ONE M7 32Gb,1 500  ₽,м. Пражская,https://www.avito.ru/moskva/telefony/htc_one_m7_32gb_927394631
Htc one m8 grey 32 gb,7 500  ₽,м. Жулебино,https://www.avito.ru/moskva/telefony/htc_one_m8_grey_32_gb_1311670299
Htc touch diamond,1 400  ₽,м. Войковская,https://www.avito.ru/moskva/telefony/htc_touch_diamond_790039595
HTC Sensation XE,2 500  ₽,м. Новогиреево,https://www.avito.ru/moskva/telefony/htc_sensation_xe_1607588962
HTC desire S,1 900  ₽,м. Волоколамская,https://www.avito.ru/moskva/telefony/htc_desire_s_1670926154
HTC MAX 4G,3 500  ₽,Не указано,https://www.avito.ru/moskva/telefony/htc_max_4g_1137886319
HTC one m9,13 000  ₽,м. Измайловская,https://www.avito.ru/moskva/telefony/htc_one_m9_998040109
HTC sensation,2 000  ₽,м. Кузьминки,https://www.avito.ru/moskva/telefony/htc_sensation_967105741
HTC one x,2 700  ₽,м. Тропарево,https://www.avito.ru/moskva/telefony/htc_one_x_1484227612
HTC-816G-16g,2 500  ₽,м. Каширская,https://www.avito.ru/moskva/telefony/htc-816g-16g_1089745966
Htc beats,1 500  ₽,м. Митино,https://www.avito.ru/moskva/telefony/htc_beats_1668327919
HTC One9+,8 500  ₽,м. Чертановская,https://www.avito.ru/moskva/telefony/htc_one9_1329039503
HTC битый,1 000  ₽,м. Менделеевская,https://www.avito.ru/moskva/telefony/htc_bityy_1708034170
HTC Desire Dual 526 G,4 500  ₽,м. Лермонтовский проспект,https://www.avito.ru/moskva/telefony/htc_desire_dual_526_g_1247721921
HTC Sensation XE,2 500  ₽,м. Бибирево,https://www.avito.ru/moskva/telefony/htc_sensation_xe_1306675584
HTC,500  ₽,м. Алтуфьево,https://www.avito.ru/moskva/telefony/htc_1035862012
Htc,12 000  ₽,м. Волоколамская,https://www.avito.ru/moskva/telefony/htc_1664041348
HTC Wildfire S,700  ₽,Не указано,https://www.avito.ru/moskva/telefony/htc_wildfire_s_923944984
HTC One A9s,9 000  ₽,м. Солнцево,https://www.avito.ru/moskva/telefony/htc_one_a9s_1595271387
HTC Desire 526G dual,4 000  ₽,м. Бульвар Рокоссовского,https://www.avito.ru/moskva/telefony/htc_desire_526g_dual_1355483664
HTC One X,3 500  ₽,м. Кожуховская,https://www.avito.ru/moskva/telefony/htc_one_x_1068578169
HTC One x10,14 000  ₽,м. Каширская,https://www.avito.ru/moskva/telefony/htc_one_x10_1533410577
HTC M Gold lte id47008,8 500  ₽,м. Новогиреево,https://www.avito.ru/moskva/telefony/htc_m_gold_lte_id47008_986479942
HTC One E8 Dual Sim,7 170  ₽,м. Медведково,https://www.avito.ru/moskva/telefony/htc_one_e8_dual_sim_1266873063
HTC Desire 626g Dual,5 000  ₽,м. Бабушкинская,https://www.avito.ru/moskva/telefony/htc_desire_626g_dual_1161991386
HTC mini one,4 000  ₽,м. Бибирево,https://www.avito.ru/moskva/telefony/htc_mini_one_1221666856
HTC HD7 оригинал на запчасти,800  ₽,м. Теплый стан,https://www.avito.ru/moskva/telefony/htc_hd7_original_na_zapchasti_489450993
HTC 10 32GB,8 000  ₽,м. Дмитровская,https://www.avito.ru/moskva/telefony/htc_10_32gb_1398900600
HTC Disire 310 dual sim,3 200  ₽,м. Новогиреево,https://www.avito.ru/moskva/telefony/htc_disire_310_dual_sim_1109264610
HTC disire V (NEW),3 200  ₽,м. Новогиреево,https://www.avito.ru/moskva/telefony/htc_disire_v_new_1252109363
HTC titan,3 200  ₽,м. Новогиреево,https://www.avito.ru/moskva/telefony/htc_titan_1346794938
HTC Disire S new,3 200  ₽,м. Новогиреево,https://www.avito.ru/moskva/telefony/htc_disire_s_new_1518298570
HTC м7,5 000  ₽,м. Охотный ряд,https://www.avito.ru/moskva/telefony/htc_m7_1221777269
HTC Titan,400  ₽,м. Курская,https://www.avito.ru/moskva/telefony/htc_titan_1430049529
HTC wildfire S,2 000  ₽,м. Преображенская площадь,https://www.avito.ru/moskva/telefony/htc_wildfire_s_1672680638
HTC disire 820,5 000  ₽,м. Рижская,https://www.avito.ru/moskva/telefony/htc_disire_820_1322742452
HTC One S,1 000  ₽,м. Хорошево,https://www.avito.ru/moskva/telefony/htc_one_s_1654855539
HTC One X10 black,10 500  ₽,м. Строгино,https://www.avito.ru/moskva/telefony/htc_one_x10_black_1313923437
HTC 626 desire dual,3 800  ₽,м. Кантемировская,https://www.avito.ru/moskva/telefony/htc_626_desire_dual_1209991457
Htc,5 500  ₽,м. Рязанский проспект,https://www.avito.ru/moskva/telefony/htc_1221433255
HTC,500  ₽,м. Рязанский проспект,https://www.avito.ru/moskva/telefony/htc_1385955011
HTC One X,2 500  ₽,м. Пролетарская,https://www.avito.ru/moskva/telefony/htc_one_x_1724065228
HTC Desire HD A9191 cмартфон,2 300  ₽,м. Алтуфьево,https://www.avito.ru/moskva/telefony/htc_desire_hd_a9191_cmartfon_1643906488
HTC sensation XE Z 715 beats audio,1 000  ₽,м. Улица академика Янгеля,https://www.avito.ru/moskva/telefony/htc_sensation_xe_z_715_beats_audio_1098078411
HTC Disire SV 2х сим,2 500  ₽,м. Юго-Западная,https://www.avito.ru/moskva/telefony/htc_disire_sv_2h_sim_483631779
HTC Desire 628 dual sim,5 500  ₽,м. Площадь революции,https://www.avito.ru/moskva/telefony/htc_desire_628_dual_sim_1493288803
HTC One S,2 100  ₽,м. Пушкинская,https://www.avito.ru/moskva/telefony/htc_one_s_1634517109
HTC HD2,1 000  ₽,м. Текстильщики,https://www.avito.ru/moskva/telefony/htc_hd2_1674448499
HTC one s 16gb,2 000  ₽,м. Отрадное,https://www.avito.ru/moskva/telefony/htc_one_s_16gb_1460393441
"HTC MAX 4G, экран 3.8 дюйма, на Windows Mobile 6.1",3 400  ₽,м. Кузьминки,https://www.avito.ru/moskva/telefony/htc_max_4g_ekran_3.8_dyuyma_na_windows_mobile_6.1_1584890678
HTC Desire D816n,300  ₽,м. Савеловская,https://www.avito.ru/moskva/telefony/htc_desire_d816n_569712678
HTC desire 830 dual sim 32гб,5 500  ₽,м. Волжская,https://www.avito.ru/moskva/telefony/htc_desire_830_dual_sim_32gb_1563987111
HTC Butterfly S,8 000  ₽,м. Бульвар Дмитрия Донского,https://www.avito.ru/moskva/telefony/htc_butterfly_s_1474407797
HTC,500  ₽,м. Фонвизинская,https://www.avito.ru/moskva/telefony/htc_1624821432
HTC z715e,2 000  ₽,м. Павелецкая,https://www.avito.ru/moskva/telefony/htc_z715e_1629678960
HTC HD 2 T8585,1 500  ₽,м. Новогиреево,https://www.avito.ru/moskva/telefony/htc_hd_2_t8585_1691913853
HTC P9,6 000  ₽,м. Охотный ряд,https://www.avito.ru/moskva/telefony/htc_p9_1252684568
HTC Desire 510,3 000  ₽,м. Бабушкинская,https://www.avito.ru/moskva/telefony/htc_desire_510_1084956049
HTC desire628,5 000  ₽,м. Калужская,https://www.avito.ru/moskva/telefony/htc_desire628_1603579065
HTC M8,7 000  ₽,м. Пражская,https://www.avito.ru/moskva/telefony/htc_m8_949495883
HTC 10 Evo 32GB,11 000  ₽,м. Строгино,https://www.avito.ru/moskva/telefony/htc_10_evo_32gb_1161402182
HTC Desire 600 dual sim,1 100  ₽,м. Улица Горчакова,https://www.avito.ru/moskva/telefony/htc_desire_600_dual_sim_1298986652
HTC,950  ₽,м. Локомотив,https://www.avito.ru/moskva/telefony/htc_1466328153
HTC 7 Mozart,6 500  ₽,м. Новокосино,https://www.avito.ru/moskva/telefony/htc_7_mozart_1430728802
HTC Desire S,800  ₽,м. Планерная,https://www.avito.ru/moskva/telefony/htc_desire_s_1305828578
HTC Legend,1 400  ₽,м. Волжская,https://www.avito.ru/moskva/telefony/htc_legend_868797071
HTC sensation xe rus,900  ₽,м. Парк культуры,https://www.avito.ru/moskva/telefony/htc_sensation_xe_rus_1282125349
HTC One S 16Гб,1 500  ₽,м. Белорусская,https://www.avito.ru/moskva/telefony/htc_one_s_16gb_998054222
Htc One M9 Plus,7 000  ₽,м. Тимирязевская,https://www.avito.ru/moskva/telefony/htc_one_m9_plus_1514336966
HTC 10 Evo 64GB новый,11 000  ₽,м. Строгино,https://www.avito.ru/moskva/telefony/htc_10_evo_64gb_novyy_965869932
HTC One M9,8 000  ₽,м. Охотный ряд,https://www.avito.ru/moskva/telefony/htc_one_m9_1299741354
HTC wildfire A3333,3 500  ₽,м. Юго-Западная,https://www.avito.ru/moskva/telefony/htc_wildfire_a3333_1518340541
HTC 820 dual SIM,6 500  ₽,м. Митино,https://www.avito.ru/moskva/telefony/htc_820_dual_sim_860522909
HTC Touch Diamond P3700 Rus,6 500  ₽,м. Новые Черемушки,https://www.avito.ru/moskva/telefony/htc_touch_diamond_p3700_rus_1210898656
HTC one m7,3 000  ₽,м. Курская,https://www.avito.ru/moskva/telefony/htc_one_m7_1575309504
HTC Desire HD A9191,4 000  ₽,м. Новые Черемушки,https://www.avito.ru/moskva/telefony/htc_desire_hd_a9191_944319901
HTC,1 000  ₽,м. Борисово,https://www.avito.ru/moskva/telefony/htc_1637885405
HTC Desire S,799  ₽,м. Улица академика Янгеля,https://www.avito.ru/moskva/telefony/htc_desire_s_1502577562
HTC Desire HD A9191,3 000  ₽,м. Измайлово,https://www.avito.ru/moskva/telefony/htc_desire_hd_a9191_1262214424
HTC Desire 620G,4 500  ₽,м. Шипиловская,https://www.avito.ru/moskva/telefony/htc_desire_620g_933966976
HTC Desire 626G Dual Sim,4 500  ₽,м. Бульвар Рокоссовского,https://www.avito.ru/moskva/telefony/htc_desire_626g_dual_sim_1723239391
HTC Sensation с дефектом,700  ₽,м. Строгино,https://www.avito.ru/moskva/telefony/htc_sensation_s_defektom_1444438913
HTC One V с дефектом,1 000  ₽,м. Строгино,https://www.avito.ru/moskva/telefony/htc_one_v_s_defektom_1418038848
HTC One с дефектом,500  ₽,м. Строгино,https://www.avito.ru/moskva/telefony/htc_one_s_defektom_1571147763
HTC One X9 dual sim,9 000  ₽,м. Войковская,https://www.avito.ru/moskva/telefony/htc_one_x9_dual_sim_1017522377
HTC 7 Mozart с дефектом,500  ₽,м. Строгино,https://www.avito.ru/moskva/telefony/htc_7_mozart_s_defektom_1027643310
HTC Desire V с дефектами,500  ₽,м. Строгино,https://www.avito.ru/moskva/telefony/htc_desire_v_s_defektami_1251192063
HTC Desire C с дефектом,500  ₽,м. Строгино,https://www.avito.ru/moskva/telefony/htc_desire_c_s_defektom_1447452214
HTC U12+,40 000  ₽,м. Коньково,https://www.avito.ru/moskva/telefony/htc_u12_1362990135
HTC Desire 310,2 000  ₽,м. Тульская,https://www.avito.ru/moskva/telefony/htc_desire_310_1675037355
HTC One E9,3 500  ₽,м. Борисово,https://www.avito.ru/moskva/telefony/htc_one_e9_1405855255
HTC Desire SV с дефектом,500  ₽,м. Строгино,https://www.avito.ru/moskva/telefony/htc_desire_sv_s_defektom_1511768217
HTC Desire 728G Dual Sim с дефектом,4 000  ₽,м. Строгино,https://www.avito.ru/moskva/telefony/htc_desire_728g_dual_sim_s_defektom_1590208790
HTC One M8,5 500  ₽,м. Алтуфьево,https://www.avito.ru/moskva/telefony/htc_one_m8_1074919971
HTC,3 000  ₽,м. Шелепиха,https://www.avito.ru/moskva/telefony/htc_1286569569
HTC Desire 616 с дефектом,900  ₽,м. Строгино,https://www.avito.ru/moskva/telefony/htc_desire_616_s_defektom_1540161530
HTC Desire 526G с дефектом,500  ₽,м. Строгино,https://www.avito.ru/moskva/telefony/htc_desire_526g_s_defektom_1510040690
HTC Desire 326 с дефектом,1 000  ₽,м. Строгино,https://www.avito.ru/moskva/telefony/htc_desire_326_s_defektom_1331737883
HTC Desire 210 с дефектом,500  ₽,м. Строгино,https://www.avito.ru/moskva/telefony/htc_desire_210_s_defektom_1528903939
HTC Windows Phone 8s с дефектом,1 000  ₽,м. Строгино,https://www.avito.ru/moskva/telefony/htc_windows_phone_8s_s_defektom_1228926914
HTC desire SV,2 000  ₽,м. Жулебино,https://www.avito.ru/moskva/telefony/htc_desire_sv_1179623084
HTC desire eye,5 300  ₽,м. Кутузовская,https://www.avito.ru/moskva/telefony/htc_desire_eye_1448572202
HTC desire S,1 200  ₽,м. Бауманская,https://www.avito.ru/moskva/telefony/htc_desire_s_959693006
HTC 626G,4 000  ₽,м. Электрозаводская,https://www.avito.ru/moskva/telefony/htc_626g_1615621644
HTC ONE M8 32гб,5 000  ₽,м. Авиамоторная,https://www.avito.ru/moskva/telefony/htc_one_m8_32gb_991042638
HTC One e8 dual sim LTE(ростест оригинал),10 000  ₽,м. Кропоткинская,https://www.avito.ru/moskva/telefony/htc_one_e8_dual_sim_lterostest_original_1095248581
HTC One M8 (RED) 16Gb,2 999  ₽,м. Библиотека им. Ленина,https://www.avito.ru/moskva/telefony/htc_one_m8_red_16gb_967124171
HTC Desire HD б/у,2 500  ₽,м. Новокосино,https://www.avito.ru/moskva/telefony/htc_desire_hd_bu_1017777184
HTC 10 Lifestyle (золотой) новый,11 000  ₽,м. Строгино,https://www.avito.ru/moskva/telefony/htc_10_lifestyle_zolotoy_novyy_1286900894
HTC Desire 210 dual sim,1 500  ₽,м. Рижская,https://www.avito.ru/moskva/telefony/htc_desire_210_dual_sim_1611041213
HTC 10 Lifestyle (серебристый) новый,11 000  ₽,м. Строгино,https://www.avito.ru/moskva/telefony/htc_10_lifestyle_serebristyy_novyy_1524176667
HTC MAX 4G yota,1 500  ₽,м. Театральная,https://www.avito.ru/moskva/telefony/htc_max_4g_yota_538630641
Htc touch cruise,500  ₽,м. Нахимовский проспект,https://www.avito.ru/moskva/telefony/htc_touch_cruise_1704891544
HTC Sensation,1 999  ₽,м. Нахимовский проспект,https://www.avito.ru/moskva/telefony/htc_sensation_1266028204
HTC Touch Diamond P3700,500  ₽,м. ВДНХ,https://www.avito.ru/moskva/telefony/htc_touch_diamond_p3700_946224982
Htc explorer,450  ₽,м. Выхино,https://www.avito.ru/moskva/telefony/htc_explorer_728900064
HTC One V T320e На запчасти,900  ₽,м. Римская,https://www.avito.ru/moskva/telefony/htc_one_v_t320e_na_zapchasti_1423190481
HTC One X 32Gb На запчасти,800  ₽,м. Римская,https://www.avito.ru/moskva/telefony/htc_one_x_32gb_na_zapchasti_1164250821
HTC Desire U Dual Sim На запчасти,800  ₽,м. Римская,https://www.avito.ru/moskva/telefony/htc_desire_u_dual_sim_na_zapchasti_1653741219
HTC Desire C A320e Red На запчасти,500  ₽,м. Римская,https://www.avito.ru/moskva/telefony/htc_desire_c_a320e_red_na_zapchasti_860427669
